1	1	1	2
1	2	1	2
2	1	1	2
2	2	1	2
3	2	2	2
4	2	2	2
5	1	3	2
5	2	3	2
6	1	3	2
6	2	3	2
7	1	1	2
7	2	1	2
8	1	1	2
8	2	1	2
9	1	1	2
9	2	1	2
10	1	1	2
10	2	1	2
11	1	1	2
11	2	1	0
12	1	1	2
12	2	1	2
13	1	1	2
13	2	1	2
14	1	1	2
14	2	1	2
15	1	1	2
15	2	1	2
16	1	1	2
16	2	1	2
17	1	1	2
17	2	1	2
18	1	1	2
18	2	1	2
19	1	1	2
19	2	1	2
20	1	1	2
20	2	1	2
21	1	1	2
21	2	1	2
22	2	1	1
22	2	1	1
22	2	1	1
22	1	1	1
22	1	1	1
23	1	1	2
23	2	1	2
24	1	1	2
24	2	1	2
25	1	1	2
25	2	1	2
26	1	1	2
26	2	1	2
27	1	1	2
27	2	1	2
28	1	1	2
28	2	1	2
29	1	1	2
29	2	1	2
30	1	1	2
30	2	1	2
31	1	1	2
31	2	1	2
32	1	1	2
32	2	1	2
33	1	1	2
33	2	1	2
34	1	1	2
34	2	1	2
35	1	1	2
35	2	1	2
36	3	2	2
37	4	2	2
38	4	2	2
39	4	2	2
40	4	2	2
41	4	2	2
42	4	2	2
43	4	2	2
44	4	2	2
45	4	2	2
46	4	2	2
47	4	2	2
48	4	2	2
49	4	2	2
50	4	2	2
51	4	2	2
52	4	2	2
53	4	2	2
54	4	1	2
55	4	1	2
56	4	1	2
57	5	2	2
58	5	2	2
59	5	1	2
60	5	1	2
61	5	1	2
62	5	1	2
63	5	1	2
64	5	1	2
65	5	1	2
66	5	1	2
67	5	1	2
68	5	1	2
69	5	1	2
70	5	1	2
71	5	1	2
72	5	1	2
73	5	1	2
74	5	1	2
75	5	1	2
76	5	1	2
77	5	1	1
78	5	1	2
79	5	1	2
80	5	1	2
81	5	1	2
82	5	1	2
83	5	1	2
84	5	1	2
85	5	1	2
86	5	1	2
87	5	1	2
88	5	1	2
89	5	1	2
90	5	1	2
91	5	1	2
92	5	1	2
93	5	1	2
94	6	1	0
95	6	1	0
96	6	1	0
97	6	1	0
98	6	1	1
99	6	1	0
100	6	1	1
101	6	1	0
102	6	1	0
103	6	1	0
104	6	1	0
105	6	1	1
106	6	1	1
107	6	1	1
108	6	1	0
109	6	1	0
110	6	1	0
111	6	1	0
112	6	1	1
113	6	1	1
114	6	1	1
115	6	1	1
116	6	1	1
117	6	1	0
118	6	1	1
118	6	1	1
119	6	1	1
120	6	1	1
121	6	1	1
122	6	1	1
123	6	1	0
124	6	1	0
125	6	1	1
126	6	2	0
127	6	2	0
128	7	2	2
128	8	2	2
128	9	2	2
129	7	2	2
129	8	2	2
129	9	2	2
130	7	2	2
130	8	2	2
130	9	2	2
131	7	2	2
131	8	2	2
131	9	2	2
132	7	2	2
132	8	2	2
132	9	2	2
133	7	2	2
133	8	2	2
133	9	2	2
134	7	2	2
134	8	2	2
134	9	2	2
135	7	2	2
135	8	2	2
135	9	2	2
136	7	2	2
136	8	2	2
136	9	2	2
137	7	2	2
137	8	2	2
137	9	2	2
138	7	2	2
138	8	2	2
138	9	2	2
139	7	2	2
139	8	2	2
139	9	2	2
140	7	2	2
140	8	2	2
140	9	2	2
141	7	2	2
141	8	2	2
141	9	2	2
142	7	2	2
142	8	2	2
142	9	2	2
142	7	2	2
142	8	2	2
142	9	2	2
142	7	2	2
142	8	2	2
142	9	2	2
143	7	2	2
143	8	2	2
143	9	2	2
144	7	2	2
144	8	2	2
144	9	2	2
145	7	2	2
145	8	2	2
145	9	2	2
146	9	2	0
147	9	2	0
148	9	2	0
149	9	2	0
150	9	2	0
151	9	1	0
152	9	1	0
153	9	1	0
154	9	1	0
155	9	1	0
156	10	2	2
157	7	2	2
157	8	2	2
157	9	2	2
158	7	2	2
158	8	2	2
158	9	2	2
159	7	2	2
159	8	2	2
159	9	2	2
160	7	2	2
160	8	2	2
160	9	2	2
161	7	2	2
161	8	2	2
161	9	2	2
162	7	2	2
162	8	2	2
162	9	2	2
163	7	2	2
163	8	2	2
163	9	2	2
164	7	2	2
164	8	2	2
164	9	2	2
165	7	2	2
165	8	2	2
165	9	2	2
166	7	2	2
166	8	2	2
166	9	2	2
167	7	2	2
167	8	2	2
167	9	2	2
168	11	2	2
169	11	1	2
170	11	4	2
171	11	2	2
172	11	4	2
173	12	1	2
174	12	1	0
175	12	1	2
176	12	1	2
177	12	1	2
178	12	1	2
179	12	1	2
180	12	1	2
181	13	1	1
181	14	1	1
182	13	1	1
182	14	1	1
183	15	1	2
183	15	1	2
183	14	1	2
183	16	1	2
183	13	1	0
183	13	1	0
183	14	1	0
184	13	1	1
184	14	1	0
185	13	1	0
185	14	1	1
186	13	1	0
186	14	1	0
187	13	1	0
187	14	1	0
188	13	1	0
188	14	1	0
189	17	2	2
189	18	2	2
190	18	2	2
191	18	2	2
192	18	2	2
193	18	2	2
194	7	2	2
194	8	2	2
194	9	2	2
195	19	1	2
196	19	1	1
197	19	1	1
198	19	1	2
199	19	1	2
200	19	1	0
201	19	1	1
202	19	1	1
203	19	1	0
204	19	1	0
205	20	2	2
206	20	2	2
207	20	2	2
208	9	4	1
209	9	1	1
210	20	2	2
211	20	2	2
212	20	2	0
213	20	2	0
214	20	2	0
215	20	2	1
216	20	2	1
217	20	2	1
218	20	2	1
219	20	2	1
220	20	2	1
221	20	5	2
221	20	5	0
222	20	5	2
223	21	2	2
224	21	2	2
225	22	2	2
226	22	2	2
227	22	2	0
227	22	2	1
228	22	2	2
229	7	1	2
229	8	1	2
229	9	1	2
230	7	1	0
230	8	1	0
230	9	1	2
231	9	2	2
232	9	2	2
233	9	2	2
234	9	2	2
235	23	2	2
236	23	2	0
237	23	2	2
238	23	2	2
239	17	2	2
239	17	2	2
239	18	2	2
239	18	2	2
239	24	2	2
239	17	2	0
239	17	2	0
239	18	2	2
239	18	2	2
240	18	2	2
240	18	2	2
240	25	2	2
240	17	2	2
240	24	2	2
240	26	2	2
240	27	2	2
240	28	2	2
240	29	2	2
241	20	2	2
242	30	2	2
242	20	2	2
243	20	2	2
244	20	2	2
245	20	2	2
246	20	2	2
247	20	4	2
248	20	4	2
249	20	4	2
250	20	4	2
251	20	2	2
252	20	2	2
253	20	2	2
254	20	2	2
255	6	1	0
256	6	1	0
257	6	1	1
258	31	2	2
259	21	1	2
260	21	1	2
261	21	1	2
262	21	1	2
263	21	1	2
264	21	1	2
265	32	1	1
266	32	1	1
267	32	1	1
268	32	1	1
269	32	1	1
270	32	1	1
271	32	2	1
272	32	2	1
273	32	2	1
274	33	1	2
275	34	1	2
275	35	1	1
276	35	1	1
277	35	1	0
278	35	1	2
279	3	2	2
280	20	2	1
281	20	2	1
282	20	2	1
283	20	2	1
283	20	2	1
283	30	2	1
284	20	2	1
285	15	2	2
285	16	2	2
285	36	2	2
285	14	2	1
286	37	2	2
287	37	2	2
288	37	2	2
289	37	2	2
290	37	2	2
291	37	2	2
292	37	2	2
293	37	2	2
294	38	2	2
294	39	2	2
295	39	2	2
296	12	2	2
297	12	2	2
298	12	2	2
299	12	2	2
300	12	2	2
301	12	2	2
302	12	2	2
303	37	2	2
304	40	2	2
305	40	2	2
306	40	2	2
307	40	2	2
308	40	2	2
309	40	2	2
310	9	1	2
310	9	1	2
311	9	1	2
312	9	1	2
313	9	1	2
314	9	1	2
315	9	1	2
316	41	2	2
317	41	2	2
318	41	2	2
319	41	2	2
320	41	1	2
321	41	1	2
321	41	1	0
322	41	1	2
323	41	1	2
324	41	2	2
325	41	2	2
325	41	2	2
326	41	2	2
327	41	2	2
328	7	1	2
328	8	1	2
328	9	1	2
328	7	1	2
328	8	1	2
328	9	1	2
329	7	2	2
329	8	2	2
329	7	2	2
329	8	2	2
329	9	2	2
329	7	2	1
329	8	2	1
329	9	2	2
329	9	2	2
329	9	2	1
330	7	2	2
330	8	2	2
330	7	2	2
330	8	2	2
330	9	2	2
330	7	2	2
330	8	2	2
330	9	2	2
